ID,Marital status,Gender, Income ,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age_Bracket,Purchased Bike
26238,Single,Female," $40,000 ",3,Partial College,Clerical,Yes,1,1-2 Miles,North America,31,Middle Age,Yes
23707,Single,M," $70,000 ",5,Bachelors,Management,Yes,3,More than 10 miles,North America,60,Old,Yes
27650,Maried,M," $70,000 ",4,High School,Professional,Yes,0,5-10 Miles,North America,51,Middle Age,No
24981,Maried,M," $60,000 ",2,Partial College,Professional,Yes,2,More than 10 miles,North America,56,Old,No
20678,Single,Female," $60,000 ",3,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,40,Middle Age,Yes
15302,Single,Female," $70,000 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Middle Age,Yes
26012,Maried,M," $80,000 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,48,Middle Age,Yes
26575,Single,Female," $40,000 ",0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Middle Age,Yes
15559,Maried,M," $60,000 ",5,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,Middle Age,No
19235,Maried,Female," $50,000 ",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,Middle Age,No
15275,Maried,M," $40,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,29,Adolecent,No
20339,Maried,Female," $130,000 ",1,Bachelors,Management,Yes,4,2-5 Miles,North America,44,Middle Age,Yes
25405,Maried,M," $70,000 ",2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Middle Age,Yes
15940,Maried,M," $100,000 ",4,Partial College,Professional,Yes,4,0-1 Miles,North America,40,Middle Age,No
25074,Maried,Female," $70,000 ",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,42,Middle Age,Yes
24738,Maried,Female," $40,000 ",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Middle Age,Yes
16337,Maried,M," $60,000 ",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,Adolecent,No
24357,Maried,M," $80,000 ",3,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Middle Age,Yes
18613,Single,M," $70,000 ",0,Bachelors,Professional,No,1,2-5 Miles,North America,37,Middle Age,Yes
12207,Single,M," $80,000 ",4,Bachelors,Management,Yes,0,5-10 Miles,North America,66,Old,Yes
18052,Maried,Female," $60,000 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Middle Age,Yes
13353,Single,Female," $60,000 ",4,Graduate Degree,Management,Yes,2,More than 10 miles,North America,61,Old,Yes
19399,Single,M," $40,000 ",0,Bachelors,Professional,No,1,2-5 Miles,North America,45,Middle Age,No
16154,Maried,Female," $70,000 ",5,Bachelors,Professional,Yes,2,2-5 Miles,North America,47,Middle Age,No
22219,Maried,Female," $60,000 ",2,High School,Professional,Yes,2,5-10 Miles,North America,49,Middle Age,No
17269,Single,M," $60,000 ",3,Bachelors,Professional,No,0,0-1 Miles,North America,47,Middle Age,Yes
23586,Maried,Female," $80,000 ",0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Middle Age,Yes
15740,Maried,M," $80,000 ",5,Bachelors,Management,Yes,2,1-2 Miles,North America,64,Old,No
27638,Single,M," $100,000 ",1,Partial College,Professional,No,3,1-2 Miles,North America,44,Middle Age,No
18976,Single,M," $40,000 ",4,High School,Professional,Yes,2,More than 10 miles,North America,62,Old,Yes
19413,Single,M," $60,000 ",3,Bachelors,Professional,No,1,0-1 Miles,North America,47,Middle Age,Yes
13283,Maried,M," $80,000 ",3,Partial College,Professional,No,2,0-1 Miles,North America,49,Middle Age,Yes
17471,Single,Female," $80,000 ",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,67,Old,No
16791,Single,M," $60,000 ",5,Bachelors,Management,Yes,3,More than 10 miles,North America,59,Old,Yes
15382,Maried,Female," $110,000 ",1,Bachelors,Management,Yes,2,1-2 Miles,North America,44,Middle Age,No
11641,Maried,M," $50,000 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,36,Middle Age,No
11935,Single,Female," $30,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,Adolecent,No
13233,Maried,M," $60,000 ",2,Partial College,Professional,Yes,1,More than 10 miles,North America,57,Old,Yes
25909,Maried,M," $60,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolecent,Yes
14092,Single,M," $30,000 ",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,28,Adolecent,No
29143,Single,Female," $60,000 ",1,Bachelors,Professional,No,1,0-1 Miles,North America,44,Middle Age,Yes
24941,Maried,M," $60,000 ",3,Bachelors,Management,Yes,2,More than 10 miles,North America,66,Old,No
24637,Maried,M," $40,000 ",4,High School,Professional,Yes,2,More than 10 miles,North America,64,Old,No
23893,Maried,M," $50,000 ",3,Bachelors,Skilled Manual,Yes,3,More than 10 miles,North America,41,Middle Age,No
13907,Single,Female," $80,000 ",3,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,41,Middle Age,Yes
14900,Maried,Female," $40,000 ",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,Middle Age,Yes
11262,Maried,Female," $80,000 ",4,Bachelors,Management,Yes,0,0-1 Miles,North America,42,Middle Age,No
22294,Single,Female," $70,000 ",0,Bachelors,Professional,No,1,2-5 Miles,North America,37,Middle Age,Yes
12195,Single,Female," $70,000 ",3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,52,Middle Age,No
25375,Maried,M," $50,000 ",1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,34,Middle Age,No
11143,Maried,M," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,29,Adolecent,No
25898,Maried,Female," $70,000 ",2,High School,Professional,Yes,2,2-5 Miles,North America,53,Middle Age,No
24397,Single,M," $120,000 ",2,Bachelors,Management,No,4,1-2 Miles,North America,40,Middle Age,No
19758,Single,M," $60,000 ",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,Adolecent,No
15529,Maried,M," $60,000 ",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Middle Age,Yes
19884,Maried,M," $60,000 ",2,High School,Professional,Yes,2,2-5 Miles,North America,55,Middle Age,Yes
18674,Single,Female," $80,000 ",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,48,Middle Age,No
13453,Maried,Female," $130,000 ",3,Bachelors,Management,Yes,3,0-1 Miles,North America,45,Middle Age,Yes
14063,Single,Female," $70,000 ",0,Bachelors,Professional,No,1,0-1 Miles,Pacific,42,Middle Age,Yes
27393,Maried,Female," $50,000 ",4,Bachelors,Management,Yes,2,More than 10 miles,North America,63,Old,No
14417,Single,M," $60,000 ",3,High School,Professional,Yes,2,More than 10 miles,North America,54,Middle Age,Yes
17533,Maried,M," $40,000 ",3,Partial College,Professional,No,2,5-10 Miles,North America,73,Old,Yes
18580,Maried,Female," $60,000 ",2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,Middle Age,Yes
17025,Single,M," $50,000 ",0,Partial College,Skilled Manual,No,1,2-5 Miles,North America,39,Middle Age,Yes
25293,Maried,M," $80,000 ",4,Bachelors,Management,Yes,0,1-2 Miles,North America,42,Middle Age,No
24725,Maried,Female," $40,000 ",3,Partial College,Clerical,Yes,0,1-2 Miles,North America,31,Middle Age,No
23200,Maried,Female," $50,000 ",3,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,41,Middle Age,No
15895,Single,Female," $60,000 ",2,Bachelors,Management,Yes,0,More than 10 miles,North America,58,Old,No
18577,Maried,Female," $60,000 ",0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,40,Middle Age,No
27218,Maried,Female," $20,000 ",2,Partial High School,Clerical,No,0,0-1 Miles,North America,48,Middle Age,No
18560,Maried,Female," $70,000 ",2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Middle Age,Yes
25006,Single,Female," $30,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,Adolecent,No
17369,Single,M," $30,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolecent,No
14495,Maried,M," $40,000 ",3,Partial College,Professional,No,2,5-10 Miles,North America,54,Middle Age,Yes
18847,Maried,Female," $60,000 ",2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,70,Old,No
14754,Maried,M," $40,000 ",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,48,Middle Age,Yes
23378,Maried,M," $70,000 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,Middle Age,Yes
26452,Single,M," $50,000 ",3,Graduate Degree,Management,Yes,2,More than 10 miles,North America,69,Old,No
20370,Maried,M," $70,000 ",3,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Middle Age,No
20528,Maried,M," $40,000 ",2,Partial High School,Skilled Manual,Yes,2,2-5 Miles,North America,55,Middle Age,No
23549,Single,M," $30,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,Adolecent,No
21751,Maried,M," $60,000 ",3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,63,Old,No
21266,Single,Female," $80,000 ",0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Middle Age,Yes
13388,Single,M," $60,000 ",2,Partial College,Professional,Yes,1,More than 10 miles,North America,56,Old,No
18752,Single,Female," $40,000 ",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,Middle Age,No
16917,Maried,M," $120,000 ",1,Bachelors,Management,Yes,4,0-1 Miles,North America,38,Middle Age,No
15313,Maried,M," $60,000 ",4,Bachelors,Management,Yes,2,2-5 Miles,North America,59,Old,No
25329,Single,Female," $40,000 ",3,Partial College,Clerical,No,2,0-1 Miles,North America,32,Middle Age,No
20380,Maried,Female," $60,000 ",3,Graduate Degree,Management,Yes,2,More than 10 miles,North America,69,Old,No
23089,Maried,M," $40,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,Adolecent,No
13749,Maried,M," $80,000 ",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Middle Age,No
24943,Maried,M," $60,000 ",3,Bachelors,Management,Yes,2,More than 10 miles,North America,66,Old,No
28667,Single,M," $70,000 ",2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,37,Middle Age,Yes
15194,Single,M," $120,000 ",2,Bachelors,Management,No,3,0-1 Miles,North America,39,Middle Age,Yes
17436,Maried,M," $60,000 ",2,High School,Professional,No,2,1-2 Miles,North America,51,Middle Age,No
18935,Maried,Female," $130,000 ",0,Graduate Degree,Management,Yes,3,1-2 Miles,North America,40,Middle Age,No
16871,Maried,Female," $90,000 ",2,High School,Professional,Yes,1,More than 10 miles,North America,51,Middle Age,Yes
12100,Single,M," $60,000 ",2,Bachelors,Management,Yes,0,More than 10 miles,North America,57,Old,No
23158,Maried,Female," $60,000 ",1,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Middle Age,Yes
18545,Maried,M," $40,000 ",4,High School,Professional,No,2,More than 10 miles,North America,61,Old,Yes
18391,Single,Female," $80,000 ",5,Partial College,Professional,Yes,2,5-10 Miles,North America,44,Middle Age,No
19812,Single,Female," $70,000 ",2,Partial College,Professional,Yes,0,5-10 Miles,North America,49,Middle Age,Yes
27660,Maried,M," $80,000 ",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,70,Old,No
18058,Single,Female," $20,000 ",3,High School,Skilled Manual,Yes,2,2-5 Miles,North America,78,Old,No
20343,Maried,Female," $90,000 ",4,Partial College,Professional,Yes,1,1-2 Miles,North America,45,Middle Age,No
28997,Single,M," $40,000 ",2,High School,Professional,No,1,2-5 Miles,North America,58,Old,Yes
24398,Maried,M," $130,000 ",1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,41,Middle Age,No
19002,Maried,Female," $60,000 ",2,Partial College,Professional,Yes,1,2-5 Miles,North America,57,Old,Yes
28609,Maried,M," $30,000 ",2,High School,Skilled Manual,No,2,0-1 Miles,North America,49,Middle Age,No
29231,Single,M," $80,000 ",4,Partial College,Professional,No,2,0-1 Miles,North America,43,Middle Age,No
18858,Single,M," $60,000 ",2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Middle Age,Yes
20000,Maried,M," $60,000 ",1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Middle Age,Yes
25261,Maried,M," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Adolecent,No
17458,Single,M," $70,000 ",3,High School,Professional,Yes,0,5-10 Miles,North America,52,Middle Age,Yes
11644,Single,M," $40,000 ",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,Middle Age,No
16145,Single,Female," $70,000 ",5,Graduate Degree,Professional,Yes,3,More than 10 miles,North America,46,Middle Age,Yes
16890,Maried,M," $60,000 ",3,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Middle Age,Yes
25983,Maried,M," $70,000 ",0,Bachelors,Professional,No,1,0-1 Miles,North America,43,Middle Age,No
14633,Maried,M," $60,000 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,Middle Age,No
22994,Maried,Female," $80,000 ",0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Middle Age,Yes
22983,Single,Female," $30,000 ",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,27,Adolecent,No
25184,Single,M," $110,000 ",1,Partial College,Professional,Yes,4,5-10 Miles,North America,45,Middle Age,Yes
14469,Maried,Female," $100,000 ",3,Partial College,Professional,Yes,4,1-2 Miles,North America,45,Middle Age,No
11538,Single,Female," $60,000 ",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Middle Age,Yes
16245,Single,Female," $80,000 ",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Middle Age,No
17858,Maried,M," $40,000 ",4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,44,Middle Age,Yes
25347,Single,Female," $20,000 ",3,Partial High School,Clerical,No,2,0-1 Miles,North America,49,Middle Age,No
15814,Single,Female," $40,000 ",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,30,Adolecent,No
11259,Maried,Female," $100,000 ",4,Partial College,Professional,Yes,4,2-5 Miles,North America,41,Middle Age,Yes
11200,Maried,M," $70,000 ",4,Bachelors,Management,Yes,1,1-2 Miles,North America,58,Old,No
25101,Maried,M," $60,000 ",5,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,Middle Age,No
21801,Maried,Female," $70,000 ",4,Partial College,Professional,Yes,1,1-2 Miles,North America,55,Middle Age,No
25943,Single,Female," $70,000 ",0,Partial College,Skilled Manual,No,2,0-1 Miles,North America,27,Adolecent,Yes
22127,Maried,M," $60,000 ",3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,67,Old,No
20414,Maried,Female," $60,000 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,29,Adolecent,No
23672,Maried,Female," $60,000 ",3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,67,Old,No
29255,Single,M," $80,000 ",3,Partial College,Professional,No,1,1-2 Miles,North America,51,Middle Age,Yes
28815,Maried,Female," $50,000 ",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,Middle Age,No
27753,Maried,M," $40,000 ",0,High School,Skilled Manual,No,2,1-2 Miles,North America,30,Adolecent,No
27643,Single,M," $70,000 ",5,Partial College,Professional,Yes,3,2-5 Miles,North America,44,Middle Age,No
13754,Single,Female," $80,000 ",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,48,Middle Age,No
22088,Maried,Female," $130,000 ",1,Bachelors,Management,Yes,2,0-1 Miles,North America,45,Middle Age,Yes
27388,Maried,M," $60,000 ",3,Bachelors,Management,No,2,1-2 Miles,North America,66,Old,No
24745,Single,Female," $30,000 ",2,High School,Skilled Manual,No,2,0-1 Miles,North America,49,Middle Age,No
29237,Single,Female," $120,000 ",4,Partial College,Professional,Yes,3,5-10 Miles,North America,43,Middle Age,Yes
15272,Single,M," $40,000 ",0,High School,Skilled Manual,No,2,1-2 Miles,North America,30,Adolecent,No
18949,Single,M," $70,000 ",0,Graduate Degree,Management,Yes,2,5-10 Miles,North America,74,Old,Yes
14507,Maried,M," $100,000 ",2,Graduate Degree,Management,Yes,3,1-2 Miles,North America,65,Old,No
25886,Maried,Female," $60,000 ",2,Partial College,Professional,Yes,2,2-5 Miles,North America,56,Old,Yes
21441,Maried,M," $50,000 ",4,Bachelors,Management,Yes,2,More than 10 miles,North America,64,Old,No
21741,Maried,Female," $70,000 ",3,Partial College,Professional,Yes,2,5-10 Miles,North America,50,Middle Age,Yes
14572,Maried,Female," $70,000 ",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle Age,Yes
23368,Maried,Female," $60,000 ",5,Bachelors,Skilled Manual,Yes,3,More than 10 miles,North America,41,Middle Age,No
16217,Single,Female," $60,000 ",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,39,Middle Age,No
16247,Single,Female," $60,000 ",4,Graduate Degree,Skilled Manual,No,0,1-2 Miles,North America,47,Middle Age,No
22010,Single,M," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,Middle Age,No
25872,Single,Female," $70,000 ",2,Bachelors,Management,No,1,2-5 Miles,North America,58,Old,Yes
19164,Single,Female," $70,000 ",0,Bachelors,Professional,No,1,2-5 Miles,North America,38,Middle Age,Yes
18435,Single,Female," $70,000 ",5,Graduate Degree,Management,Yes,2,More than 10 miles,North America,67,Old,Yes
14284,Single,M," $60,000 ",0,Partial College,Professional,No,2,1-2 Miles,North America,32,Middle Age,Yes
11287,Maried,M," $70,000 ",5,Partial College,Professional,No,3,5-10 Miles,North America,45,Middle Age,No
13066,Single,M," $30,000 ",0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Middle Age,Yes
29106,Single,M," $40,000 ",0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Middle Age,Yes
26236,Maried,Female," $40,000 ",3,Partial College,Clerical,Yes,1,0-1 Miles,North America,31,Middle Age,No
17531,Maried,M," $60,000 ",2,High School,Professional,No,2,5-10 Miles,North America,50,Middle Age,No
12964,Maried,M," $70,000 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,Middle Age,No
19133,Single,M," $50,000 ",2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Middle Age,Yes
24643,Single,Female," $60,000 ",4,Bachelors,Management,Yes,2,More than 10 miles,North America,63,Old,No
21599,Maried,Female," $60,000 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Age,Yes
22976,Single,M," $40,000 ",0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Adolecent,Yes
27637,Single,Female," $100,000 ",1,Partial College,Professional,No,3,1-2 Miles,North America,44,Middle Age,No
11890,Maried,Female," $70,000 ",5,Graduate Degree,Professional,Yes,1,0-1 Miles,North America,47,Middle Age,No
28580,Maried,Female," $80,000 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,40,Middle Age,Yes
14443,Maried,M," $130,000 ",1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,40,Middle Age,No
17864,Maried,Female," $60,000 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,46,Middle Age,Yes
20505,Maried,Female," $40,000 ",5,High School,Professional,No,2,More than 10 miles,North America,61,Old,No
14592,Maried,Female," $60,000 ",0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,40,Middle Age,No
22227,Maried,Female," $60,000 ",2,High School,Professional,Yes,2,5-10 Miles,North America,50,Middle Age,No
21471,Maried,M," $70,000 ",2,Partial College,Professional,Yes,1,More than 10 miles,North America,59,Old,No
22252,Single,Female," $60,000 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Age,Yes
21260,Single,Female," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,Adolecent,No
11817,Single,Female," $70,000 ",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle Age,Yes
19223,Maried,Female," $30,000 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,48,Middle Age,No
18517,Maried,M," $100,000 ",3,Bachelors,Management,Yes,4,0-1 Miles,North America,41,Middle Age,No
21717,Maried,M," $40,000 ",2,Partial College,Clerical,Yes,1,0-1 Miles,North America,47,Middle Age,No
13760,Maried,M," $60,000 ",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Middle Age,No
18145,Maried,M," $80,000 ",5,Bachelors,Management,No,2,2-5 Miles,Europe,62,Old,No
21770,Maried,M," $60,000 ",4,Bachelors,Management,Yes,2,More than 10 miles,North America,60,Old,No
11165,Maried,Female," $60,000 ",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,33,Middle Age,No
16377,Single,Female," $80,000 ",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Middle Age,No
26248,Maried,M," $20,000 ",3,Partial High School,Clerical,No,2,0-1 Miles,North America,52,Middle Age,No
23461,Maried,Female," $90,000 ",5,Partial College,Professional,Yes,3,2-5 Miles,North America,40,Middle Age,No
29133,Single,Female," $60,000 ",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,Middle Age,No
27673,Single,Female," $60,000 ",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Middle Age,Yes
12774,Maried,Female," $40,000 ",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Middle Age,Yes
18910,Single,M," $30,000 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,30,Adolecent,No
11699,Single,M," $60,000 ",0,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,30,Adolecent,No
16725,Maried,M," $30,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,Adolecent,No
28269,Single,Female," $130,000 ",1,Bachelors,Management,No,1,2-5 Miles,North America,45,Middle Age,No
23144,Maried,M," $50,000 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Middle Age,Yes
23376,Maried,M," $70,000 ",1,Bachelors,Professional,Yes,1,2-5 Miles,North America,44,Middle Age,Yes
25970,Single,Female," $60,000 ",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,41,Middle Age,Yes
28068,Single,Female," $80,000 ",3,Graduate Degree,Professional,No,0,0-1 Miles,North America,36,Middle Age,Yes
18390,Maried,M," $80,000 ",5,Partial College,Professional,Yes,2,0-1 Miles,North America,44,Middle Age,No
29112,Single,M," $60,000 ",0,Partial College,Professional,No,2,1-2 Miles,North America,30,Adolecent,No
14090,Maried,Female," $30,000 ",0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,Adolecent,No
27040,Maried,M," $20,000 ",2,Partial High School,Clerical,Yes,2,1-2 Miles,North America,49,Middle Age,No
23479,Single,M," $90,000 ",0,Partial College,Professional,No,2,0-1 Miles,North America,43,Middle Age,Yes
16795,Maried,Female," $70,000 ",4,Bachelors,Management,Yes,1,1-2 Miles,North America,59,Old,No
22014,Single,M," $30,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,Adolecent,No
13314,Maried,M," $120,000 ",1,High School,Professional,Yes,4,5-10 Miles,North America,46,Middle Age,Yes
11619,Single,Female," $50,000 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Middle Age,No
29132,Single,Female," $40,000 ",0,Bachelors,Professional,Yes,1,2-5 Miles,North America,42,Middle Age,Yes
11199,Maried,Female," $70,000 ",4,Bachelors,Management,Yes,1,More than 10 miles,North America,59,Old,No
20296,Single,Female," $60,000 ",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,33,Middle Age,Yes
17546,Maried,Female," $70,000 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,Middle Age,Yes
18069,Maried,M," $70,000 ",5,Bachelors,Management,Yes,4,More than 10 miles,North America,60,Old,No
23712,Single,Female," $70,000 ",2,Bachelors,Management,Yes,1,More than 10 miles,North America,59,Old,No
23358,Maried,M," $60,000 ",0,High School,Professional,Yes,2,5-10 Miles,North America,32,Middle Age,Yes
20518,Maried,Female," $70,000 ",2,Partial College,Professional,Yes,1,More than 10 miles,North America,58,Old,No
28026,Maried,Female," $40,000 ",2,High School,Professional,No,2,2-5 Miles,North America,59,Old,No
11669,Single,Female," $70,000 ",2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Middle Age,No
16020,Maried,M," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Adolecent,Yes
27090,Maried,Female," $60,000 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,Middle Age,Yes
27198,Single,Female," $80,000 ",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40,Middle Age,No
19661,Single,M," $90,000 ",4,Bachelors,Management,Yes,1,1-2 Miles,North America,38,Middle Age,Yes
26327,Maried,M," $70,000 ",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Age,Yes
26341,Maried,Female," $70,000 ",5,Graduate Degree,Professional,Yes,2,0-1 Miles,North America,37,Middle Age,No
24958,Single,Female," $40,000 ",5,High School,Professional,No,3,2-5 Miles,North America,60,Old,Yes
13287,Single,M," $110,000 ",4,Bachelors,Management,Yes,4,5-10 Miles,North America,42,Middle Age,Yes
14493,Single,Female," $70,000 ",3,Graduate Degree,Management,No,2,1-2 Miles,North America,53,Middle Age,No
26678,Single,Female," $80,000 ",2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,49,Middle Age,No
23275,Maried,M," $30,000 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,Middle Age,No
11270,Maried,M," $130,000 ",2,Graduate Degree,Management,Yes,3,0-1 Miles,North America,42,Middle Age,Yes
20084,Maried,M," $20,000 ",2,High School,Manual,No,2,0-1 Miles,North America,53,Middle Age,No
16144,Maried,M," $70,000 ",1,Graduate Degree,Professional,Yes,1,0-1 Miles,North America,46,Middle Age,Yes
27731,Maried,M," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Adolecent,No
11886,Maried,Female," $60,000 ",3,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Middle Age,Yes
24324,Single,Female," $60,000 ",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Middle Age,Yes
22220,Maried,M," $60,000 ",2,High School,Professional,No,2,1-2 Miles,North America,49,Middle Age,Yes
26625,Single,Female," $60,000 ",0,Graduate Degree,Professional,Yes,1,2-5 Miles,North America,38,Middle Age,Yes
23027,Single,M," $130,000 ",1,Bachelors,Management,No,4,0-1 Miles,North America,44,Middle Age,No
16867,Single,Female," $130,000 ",1,Bachelors,Management,No,3,0-1 Miles,North America,45,Middle Age,Yes
14514,Single,Female," $30,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,26,Adolecent,No
19634,Maried,M," $40,000 ",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,Middle Age,No
18504,Maried,M," $70,000 ",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,49,Middle Age,No
28799,Single,Female," $40,000 ",2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Middle Age,Yes
11225,Maried,Female," $60,000 ",2,Partial College,Professional,Yes,1,More than 10 miles,North America,55,Middle Age,No
17657,Maried,M," $40,000 ",4,Partial College,Clerical,No,0,0-1 Miles,North America,30,Adolecent,No
14913,Maried,Female," $40,000 ",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,48,Middle Age,Yes
